reserva_id,codigo_reserva,numero_ticket,vuelo_id,pasaporte_comprador,nombre_comprador,nacionalidad_comprador,fecha_nacimiento_comprador,numero_asiento,clase,comida_y_maleta,pasaporte_pasajero,nombre_pasajero,nacionalidad_pasajero,fecha_nacimiento_pasajero
3668,LUD5927-3668,2582,102,I19062847,Christopher Garcia,Chilena,1986-12-06,13,Ejecutiva,FALSO,L56496275,Cheryl Bolton,Uruguaya,1972-12-16
4033,IBE8751-4033,6071,124,J86333952,Leslie Howard,Venezolana,1971-09-22,21,Ejecutiva,VERDADERO,G04408945,Robert Butler,Argentina,1974-02-02
1975,COG3144-1975,7481,98,R10584802,John Luna,Chilena,1983-11-04,22,Primera clase,FALSO,R10584802,John Luna,Chilena,1983-11-04
3972,ADC8249-3972,2859,119,U68917595,Paul Brown,Francesa,1987-08-24,18,Primera clase,FALSO,O01507856,James Hunter,Chilena,1995-05-14
3231,NCY5615-3231,6724,116,A40223024,Janice Smith,Argentina,1993-03-25,29,Ejecutiva,VERDADERO,F70729457,Justin Hudson,Chilena,1994-02-12
1361,KAI3589-1361,5642,115,P11550487,Maria Perez,Francesa,1996-08-11,26,Primera clase,FALSO,C87025090,Diana Frank,Alemana,1979-12-07
3772,UAN2881-3772,4784,108,X84322989,Mr. Russell Abbott,Chilena,1984-11-16,7,Primera clase,VERDADERO,Q62966391,Patricia Parker,Mexicana,1994-08-07
2739,LAT5532-2739,8378,100,R17782317,Zachary Davenport,Venezolana,1971-12-29,11,Primera clase,FALSO,J33947155,Amanda Mccarthy,Venezolana,1995-08-25
3450,LAM9574-3450,1487,131,A40223024,Janice Smith,Argentina,1993-03-25,13,Ejecutiva,FALSO,A40223024,Janice Smith,Argentina,1993-03-25
1,XLE7933-0001,5294,95,E44895667,Angela Reynolds,Estadounidense,1982-08-09,14,Primera clase,FALSO,W23173820,Gabrielle Alvarez,Argentina,1992-11-04
4265,AZI6476-4265,4390,101,Q62966391,Patricia Parker,Mexicana,1994-08-07,29,Primera clase,FALSO,Y88079794,Gregory Bradley,Chilena,1986-04-18
4404,QAF6392-4404,4982,106,R56995721,David Keller,Venezolana,1975-07-24,1,Economica,VERDADERO,Y13424296,Katherine Perez,Mexicana,1978-07-29
3450,LAM9574-3450,3902,131,A40223024,Janice Smith,Argentina,1993-03-25,21,Ejecutiva,VERDADERO,V39868007,Cassandra Kirby,Chilena,1997-04-02
1618,IBE8751-1618,4205,124,N47846939,John Lee,Italiana,1996-01-25,13,Economica,FALSO,J76795477,Mikayla White,Argentina,1984-09-30
4470,LRC4743-4470,2140,110,X84322989,Mr. Russell Abbott,Chilena,1984-11-16,26,Economica,VERDADERO,N68461604,Gary Vasquez,Chilena,1984-11-21
3832,KEA7139-3832,7491,113,J47009281,Susan Stewart MD,Estadounidense,1997-02-08,22,Economica,FALSO,J47009281,Susan Stewart MD,Estadounidense,1997-02-08
2739,LAT5532-2739,9095,100,R17782317,Zachary Davenport,Venezolana,1971-12-29,28,Economica,VERDADERO,J47009281,Susan Stewart MD,Estadounidense,1997-02-08
3168,ETA7128-3168,4021,114,P84627985,Meghan Davis,Chilena,1970-11-15,21,Economica,VERDADERO,P84627985,Meghan Davis,Chilena,1970-11-15
3405,BTA8394-3405,9027,128,G69357980,Jerry Park,Argentina,1980-06-28,15,Ejecutiva,FALSO,R10584802,John Luna,Chilena,1983-11-04
435,ETA7128-0435,308,114,O04335063,Jonathan Sims,Estadounidense,1974-04-13,28,Ejecutiva,FALSO,N07672370,Kevin Wilson,Uruguaya,1986-09-11
1722,LRC9669-1722,6139,130,N07672370,Kevin Wilson,Uruguaya,1986-09-11,6,Economica,VERDADERO,N68461604,Gary Vasquez,Chilena,1984-11-21
4669,MPH1782-4669,3508,118,Z09262256,Joseph Wilson,Uruguaya,1993-07-28,13,Economica,VERDADERO,Y33413387,Kimberly Hansen,Argentina,1989-07-02
1422,EAL8271-1422,4207,117,L87663260,Heather Bolton,Estadounidense,1982-09-17,4,Primera clase,FALSO,L87663260,Heather Bolton,Estadounidense,1982-09-17
4404,QAF6392-4404,3585,106,R56995721,David Keller,Venezolana,1975-07-24,29,Economica,VERDADERO,R56995721,David Keller,Venezolana,1975-07-24
1269,COG7539-1269,8814,111,G04408945,Robert Butler,Argentina,1974-02-02,15,Ejecutiva,FALSO,G04408945,Robert Butler,Argentina,1974-02-02
2597,KAI7891-2597,756,133,N15841852,John Mcneil,Chilena,1981-06-15,20,Economica,VERDADERO,N15841852,John Mcneil,Chilena,1981-06-15
4236,LAW1134-4236,807,97,T72132858,Kathy Luna,Chilena,1990-07-13,32,Economica,VERDADERO,I63697476,Emily Sullivan,Venezolana,1991-07-25
2220,LAM9554-2220,2754,109,L87663260,Heather Bolton,Estadounidense,1982-09-17,20,Economica,VERDADERO,H23592194,Ethan Gilbert,Uruguaya,1975-12-30
629,EAL7933-0629,2265,123,I63697476,Emily Sullivan,Venezolana,1991-07-25,29,Economica,VERDADERO,L56496275,Cheryl Bolton,Uruguaya,1972-12-16
1480,LUD7177-1480,7872,121,V39868007,Cassandra Kirby,Chilena,1997-04-02,18,Economica,VERDADERO,V39868007,Cassandra Kirby,Chilena,1997-04-02
4763,EAL7933-4763,9088,123,D39176940,Patrick Choi,Chilena,1985-06-26,21,Ejecutiva,FALSO,O01507856,James Hunter,Chilena,1995-05-14
3772,UAN2881-3772,2191,108,X84322989,Mr. Russell Abbott,Chilena,1984-11-16,29,Primera clase,VERDADERO,N24258653,Kayla Douglas,Uruguaya,1970-04-28
2262,COG7539-2262,7761,111,F69466449,Jennifer Eaton,Chilena,1995-08-29,24,Economica,VERDADERO,D46250570,Michael Mcdaniel,Venezolana,1994-11-04
1436,ETA6742-1436,7412,120,D39176940,Patrick Choi,Chilena,1985-06-26,23,Economica,FALSO,E44895667,Angela Reynolds,Estadounidense,1982-08-09
4490,XLE5111-4490,9085,112,D64763364,James Johnson,Chilena,1994-06-09,28,Economica,FALSO,F70729457,Justin Hudson,Chilena,1994-02-12
616,ETA6742-0616,7950,120,L87663260,Heather Bolton,Estadounidense,1982-09-17,10,Primera clase,VERDADERO,D39176940,Patrick Choi,Chilena,1985-06-26
3728,LAW6351-3728,7593,105,J47009281,Susan Stewart MD,Estadounidense,1997-02-08,2,Economica,VERDADERO,J47009281,Susan Stewart MD,Estadounidense,1997-02-08
3593,AZI6476-3593,2486,101,J33947155,Amanda Mccarthy,Venezolana,1995-08-25,9,Economica,VERDADERO,Y05451726,Kathleen Johnson,Chilena,1973-02-24
435,ETA7128-0435,9748,114,O04335063,Jonathan Sims,Estadounidense,1974-04-13,17,Economica,FALSO,Z87364523,Samantha Martin,Alemana,1981-03-26
2500,IBE8751-2500,8830,124,T59160871,Lucas Jones,Uruguaya,1992-03-02,19,Economica,VERDADERO,T59160871,Lucas Jones,Uruguaya,1992-03-02
4064,XLE3285-4064,7297,125,X66304032,Victoria Odom,Francesa,1986-12-04,12,Primera clase,VERDADERO,X66304032,Victoria Odom,Francesa,1986-12-04
1195,UAN2881-1195,7721,108,J76795477,Mikayla White,Argentina,1984-09-30,2,Economica,FALSO,L56496275,Cheryl Bolton,Uruguaya,1972-12-16
1037,LAT5532-1037,5679,100,X66304032,Victoria Odom,Francesa,1986-12-04,15,Economica,VERDADERO,W23173820,Gabrielle Alvarez,Argentina,1992-11-04
736,XLE3285-0736,6837,125,D64763364,James Johnson,Chilena,1994-06-09,4,Primera clase,VERDADERO,G15489494,Anthony Francis,Argentina,1988-02-13
1090,IBE2338-1090,4541,104,G15489494,Anthony Francis,Argentina,1988-02-13,11,Economica,FALSO,O04335063,Jonathan Sims,Estadounidense,1974-04-13
2855,LUD5927-2855,7111,102,C87025090,Diana Frank,Alemana,1979-12-07,6,Economica,VERDADERO,C87025090,Diana Frank,Alemana,1979-12-07
1678,ADC6283-1678,1261,127,N47846939,John Lee,Italiana,1996-01-25,27,Primera clase,VERDADERO,T18212951,Joel Compton,Argentina,1991-03-03
4268,LUD5927-4268,2446,102,V03976673,Mark Greene,Chilena,1998-12-09,24,Primera clase,FALSO,V03976673,Mark Greene,Chilena,1998-12-09
1165,UCA4751-1165,5963,107,X84322989,Mr. Russell Abbott,Chilena,1984-11-16,7,Economica,VERDADERO,X84322989,Mr. Russell Abbott,Chilena,1984-11-16
2910,LAW6351-2910,3354,105,V79731274,Corey Elliott,Venezolana,1979-10-04,30,Economica,FALSO,D76513142,Victoria Brennan,Uruguaya,1977-06-19
3591,LAT5532-3591,4302,100,P11550487,Maria Perez,Francesa,1996-08-11,4,Ejecutiva,VERDADERO,F69466449,Jennifer Eaton,Chilena,1995-08-29
4771,IBE8751-4771,482,124,I63697476,Emily Sullivan,Venezolana,1991-07-25,5,Ejecutiva,VERDADERO,I63697476,Emily Sullivan,Venezolana,1991-07-25
182,IBE2338-0182,2943,104,J39937043,Danielle Johnson,Mexicana,1981-12-18,28,Primera clase,VERDADERO,N24258653,Kayla Douglas,Uruguaya,1970-04-28
174,LUD5927-0174,4943,102,I78807927,Robert Kelly,Chilena,1975-02-26,16,Ejecutiva,VERDADERO,Y88079794,Gregory Bradley,Chilena,1986-04-18
894,XLE7933-0894,3065,95,S05106445,Gregory Andrade,Mexicana,1984-12-20,12,Primera clase,VERDADERO,Y23187711,Vicki Ward,Argentina,1981-08-31
616,ETA6742-0616,7732,120,L87663260,Heather Bolton,Estadounidense,1982-09-17,9,Primera clase,VERDADERO,L87663260,Heather Bolton,Estadounidense,1982-09-17
4727,LUD7177-4727,5598,121,Z09262256,Joseph Wilson,Uruguaya,1993-07-28,11,Ejecutiva,FALSO,D46250570,Michael Mcdaniel,Venezolana,1994-11-04
4902,COG4299-4902,2407,129,F15206543,Kristen Harris,Chilena,1972-11-25,5,Primera clase,VERDADERO,F15206543,Kristen Harris,Chilena,1972-11-25
2616,XLE7933-2616,1914,95,I71542181,Alfred Martin Jr.,Chilena,1989-11-10,9,Economica,FALSO,T33834498,Alejandro Allen,Chilena,1992-05-20
405,XLE5111-0405,325,112,Z87364523,Samantha Martin,Alemana,1981-03-26,3,Ejecutiva,FALSO,O85238546,Sheri Mcdonald,Argentina,1984-03-14
3037,LRC4743-3037,1217,110,J47009281,Susan Stewart MD,Estadounidense,1997-02-08,6,Primera clase,FALSO,J46610530,Andrew Torres,Alemana,1981-12-01
3421,LRC9669-3421,9749,130,B30315997,Tina Shaw,Estadounidense,1996-10-26,18,Economica,FALSO,F69466449,Jennifer Eaton,Chilena,1995-08-29
1991,UAN2468-1991,8276,99,D84069297,Brittany Jones,Uruguaya,1978-04-30,30,Ejecutiva,VERDADERO,R56995721,David Keller,Venezolana,1975-07-24
4922,LRC9669-4922,1675,130,J46009647,Erica Ochoa,Italiana,1994-03-11,22,Economica,VERDADERO,,,,
3668,LUD5927-3668,7853,102,I19062847,Christopher Garcia,Chilena,1986-12-06,15,Economica,VERDADERO,J46610530,Andrew Torres,Alemana,1981-12-01
405,XLE5111-0405,3741,112,Z87364523,Samantha Martin,Alemana,1981-03-26,8,Economica,FALSO,Z87364523,Samantha Martin,Alemana,1981-03-26
221,QAF6392-0221,3945,106,F69466449,Jennifer Eaton,Chilena,1995-08-29,19,Economica,FALSO,N15841852,John Mcneil,Chilena,1981-06-15
2497,EAL7933-2497,9029,123,R56995721,David Keller,Venezolana,1975-07-24,9,Ejecutiva,VERDADERO,R17782317,Zachary Davenport,Venezolana,1971-12-29
1113,LAW6351-1113,1678,105,J34719947,Heather Scott,Estadounidense,1973-05-02,4,Primera clase,VERDADERO,T59160871,Lucas Jones,Uruguaya,1992-03-02
4727,LUD7177-4727,4091,121,Z09262256,Joseph Wilson,Uruguaya,1993-07-28,2,Economica,FALSO,I07581924,Kelsey Powell,Francesa,1989-07-10
2054,BTA9626-2054,6684,103,J39937043,Danielle Johnson,Mexicana,1981-12-18,9,Primera clase,FALSO,L56496275,Cheryl Bolton,Uruguaya,1972-12-16
92,UAN2468-0092,1926,99,F23633774,Amanda Ruiz,Francesa,1977-07-09,20,Economica,FALSO,F23633774,Amanda Ruiz,Francesa,1977-07-09
4669,MPH1782-4669,7884,118,Z09262256,Joseph Wilson,Uruguaya,1993-07-28,2,Primera clase,FALSO,G69357980,Jerry Park,Argentina,1980-06-28
2497,EAL7933-2497,6685,123,R56995721,David Keller,Venezolana,1975-07-24,18,Economica,FALSO,R56995721,David Keller,Venezolana,1975-07-24
1726,LAM9574-1726,4349,131,J46610530,Andrew Torres,Alemana,1981-12-01,12,Economica,VERDADERO,I71542181,Alfred Martin Jr.,Chilena,1989-11-10
3972,ADC8249-3972,5128,119,U68917595,Paul Brown,Francesa,1987-08-24,28,Economica,FALSO,F09235820,Katrina Frye,Chilena,1995-10-11
4782,QAF4466-4782,134,126,Y33413387,Kimberly Hansen,Argentina,1989-07-02,5,Ejecutiva,FALSO,Y33413387,Kimberly Hansen,Argentina,1989-07-02
4177,LAM9574-4177,6844,131,Z09262256,Joseph Wilson,Uruguaya,1993-07-28,15,Ejecutiva,FALSO,Z87364523,Samantha Martin,Alemana,1981-03-26
3775,LAM9554-3775,9634,109,V39868007,Cassandra Kirby,Chilena,1997-04-02,9,Economica,FALSO,V39868007,Cassandra Kirby,Chilena,1997-04-02
3536,XLE7933-3536,967,95,G04408945,Robert Butler,Argentina,1974-02-02,27,Economica,VERDADERO,Y13424296,Katherine Perez,Mexicana,1978-07-29
3409,COG4299-3409,353,129,X84322989,Mr. Russell Abbott,Chilena,1984-11-16,23,Economica,FALSO,F89276118,Todd Wilkins,Italiana,1991-01-30
2704,UAN2468-2704,4457,99,X84322989,Mr. Russell Abbott,Chilena,1984-11-16,10,Primera clase,FALSO,X84322989,Mr. Russell Abbott,Chilena,1984-11-16
736,XLE3285-0736,7163,125,D64763364,James Johnson,Chilena,1994-06-09,23,Economica,FALSO,L94336722,Julia Watkins,Uruguaya,1995-08-25
3471,KAI7891-3471,7647,133,X49704522,James Rojas,Chilena,1986-05-29,23,Economica,FALSO,X49704522,James Rojas,Chilena,1986-05-29
1090,IBE2338-1090,8156,104,G15489494,Anthony Francis,Argentina,1988-02-13,9,Economica,VERDADERO,G15489494,Anthony Francis,Argentina,1988-02-13
3405,BTA8394-3405,7913,128,G69357980,Jerry Park,Argentina,1980-06-28,6,Economica,FALSO,A40223024,Janice Smith,Argentina,1993-03-25
1699,COG4299-1699,3739,129,I19062847,Christopher Garcia,Chilena,1986-12-06,10,Primera clase,VERDADERO,J33947155,Amanda Mccarthy,Venezolana,1995-08-25
4473,COG7539-4473,7914,111,T18212951,Joel Compton,Argentina,1991-03-03,26,Economica,VERDADERO,R56995721,David Keller,Venezolana,1975-07-24
1907,XLE7933-1907,4510,95,C87025090,Diana Frank,Alemana,1979-12-07,17,Primera clase,FALSO,D99418548,Alexis Smith,Argentina,1997-03-21
3593,AZI6476-3593,2710,101,J33947155,Amanda Mccarthy,Venezolana,1995-08-25,18,Primera clase,VERDADERO,I19062847,Christopher Garcia,Chilena,1986-12-06
1037,LAT5532-1037,8174,100,X66304032,Victoria Odom,Francesa,1986-12-04,29,Economica,FALSO,D99418548,Alexis Smith,Argentina,1997-03-21
1269,COG7539-1269,5074,111,G04408945,Robert Butler,Argentina,1974-02-02,7,Primera clase,VERDADERO,G96421276,Alexander Martin,Estadounidense,1980-04-24
4236,LAW1134-4236,1674,97,T72132858,Kathy Luna,Chilena,1990-07-13,19,Economica,FALSO,T72132858,Kathy Luna,Chilena,1990-07-13
1515,NCY1133-1515,193,122,C63211080,Brian Mitchell,Chilena,1983-05-04,1,Economica,FALSO,X66304032,Victoria Odom,Francesa,1986-12-04
4523,KEA7139-4523,1443,113,L56496275,Cheryl Bolton,Uruguaya,1972-12-16,31,Ejecutiva,FALSO,L56496275,Cheryl Bolton,Uruguaya,1972-12-16
4727,LUD7177-4727,9751,121,Z09262256,Joseph Wilson,Uruguaya,1993-07-28,21,Economica,VERDADERO,S05106445,Gregory Andrade,Mexicana,1984-12-20
1995,LAT5532-1995,5522,100,M25657749,Casey Bennett,Estadounidense,1984-03-12,24,Primera clase,VERDADERO,Y13424296,Katherine Perez,Mexicana,1978-07-29
4646,NCY5615-4646,631,116,I19062847,Christopher Garcia,Chilena,1986-12-06,21,Primera clase,FALSO,O41678476,Andrew Malone,Argentina,1996-06-24
3564,LAW1134-3564,2586,97,Y05451726,Kathleen Johnson,Chilena,1973-02-24,15,Ejecutiva,VERDADERO,I07581924,Kelsey Powell,Francesa,1989-07-10
3003,LAM9554-3003,8877,109,C87025090,Diana Frank,Alemana,1979-12-07,21,Ejecutiva,FALSO,C87025090,Diana Frank,Alemana,1979-12-07
3593,AZI6476-3593,8476,101,J33947155,Amanda Mccarthy,Venezolana,1995-08-25,20,Economica,FALSO,K07643594,Suzanne Goodman,Chilena,1987-11-16
4158,COG4299-4158,5539,129,P11550487,Maria Perez,Francesa,1996-08-11,27,Ejecutiva,FALSO,Y23187711,Vicki Ward,Argentina,1981-08-31
3974,ETA6742-3974,872,120,H23592194,Ethan Gilbert,Uruguaya,1975-12-30,15,Economica,FALSO,A17367163,Jane Berger,Italiana,1987-05-29
1405,NCY5615-1405,6144,116,T33834498,Alejandro Allen,Chilena,1992-05-20,26,Ejecutiva,VERDADERO,T33834498,Alejandro Allen,Chilena,1992-05-20
842,LAM9574-0842,7587,131,K07643594,Suzanne Goodman,Chilena,1987-11-16,9,Ejecutiva,FALSO,X84322989,Mr. Russell Abbott,Chilena,1984-11-16
538,MPH1782-0538,3595,118,F15206543,Kristen Harris,Chilena,1972-11-25,20,Economica,FALSO,F15206543,Kristen Harris,Chilena,1972-11-25
1037,LAT5532-1037,8501,100,X66304032,Victoria Odom,Francesa,1986-12-04,13,Ejecutiva,VERDADERO,I07581924,Kelsey Powell,Francesa,1989-07-10
2226,LRC4743-2226,853,110,L94336722,Julia Watkins,Uruguaya,1995-08-25,16,Economica,FALSO,V03976673,Mark Greene,Chilena,1998-12-09
4365,BTA9626-4365,9203,103,D64763364,James Johnson,Chilena,1994-06-09,1,Economica,VERDADERO,D64763364,James Johnson,Chilena,1994-06-09
2448,LUD7177-2448,9252,121,N15841852,John Mcneil,Chilena,1981-06-15,7,Economica,VERDADERO,W23173820,Gabrielle Alvarez,Argentina,1992-11-04
21,LAW1134-0021,4238,97,V39868007,Cassandra Kirby,Chilena,1997-04-02,30,Ejecutiva,FALSO,V39868007,Cassandra Kirby,Chilena,1997-04-02
3366,IBE8751-3366,1978,124,D46250570,Michael Mcdaniel,Venezolana,1994-11-04,10,Economica,VERDADERO,W06120402,Adam Clark,Estadounidense,1993-06-10
3588,UAN2468-3588,7651,99,P34583903,Kelsey Huff,Estadounidense,1972-08-08,11,Primera clase,VERDADERO,P34583903,Kelsey Huff,Estadounidense,1972-08-08
1331,ETA7128-1331,8842,114,V03976673,Mark Greene,Chilena,1998-12-09,15,Economica,VERDADERO,V39868007,Cassandra Kirby,Chilena,1997-04-02
4263,LAT5532-4263,6558,100,V03976673,Mark Greene,Chilena,1998-12-09,1,Economica,FALSO,C87025090,Diana Frank,Alemana,1979-12-07
1687,BTA8394-1687,1377,128,N47846939,John Lee,Italiana,1996-01-25,19,Economica,VERDADERO,O04335063,Jonathan Sims,Estadounidense,1974-04-13
1687,BTA8394-1687,8496,128,N47846939,John Lee,Italiana,1996-01-25,10,Primera clase,FALSO,N49905893,Emma Scott,Chilena,1989-07-29
3887,NCY5615-3887,2782,116,V03976673,Mark Greene,Chilena,1998-12-09,30,Ejecutiva,FALSO,J47009281,Susan Stewart MD,Estadounidense,1997-02-08
4427,UCA4751-4427,4694,107,F70729457,Justin Hudson,Chilena,1994-02-12,16,Primera clase,VERDADERO,B30315997,Tina Shaw,Estadounidense,1996-10-26
1286,XLE5111-1286,6570,112,M25657749,Casey Bennett,Estadounidense,1984-03-12,19,Economica,VERDADERO,P11550487,Maria Perez,Francesa,1996-08-11
2875,BTA9626-2875,6638,103,G15489494,Anthony Francis,Argentina,1988-02-13,7,Economica,FALSO,L94336722,Julia Watkins,Uruguaya,1995-08-25
4236,LAW1134-4236,1285,97,T72132858,Kathy Luna,Chilena,1990-07-13,17,Ejecutiva,VERDADERO,Z09262256,Joseph Wilson,Uruguaya,1993-07-28
628,NCY1133-0628,7767,122,J76795477,Mikayla White,Argentina,1984-09-30,6,Economica,VERDADERO,J76795477,Mikayla White,Argentina,1984-09-30
4372,IBE2338-4372,6140,104,L97895867,Sarah Williams,Uruguaya,1992-11-06,3,Economica,FALSO,R17782317,Zachary Davenport,Venezolana,1971-12-29
2625,LAW1134-2625,7303,97,N47846939,John Lee,Italiana,1996-01-25,25,Economica,VERDADERO,Y05451726,Kathleen Johnson,Chilena,1973-02-24
2448,LUD7177-2448,5274,121,N15841852,John Mcneil,Chilena,1981-06-15,16,Ejecutiva,FALSO,N15841852,John Mcneil,Chilena,1981-06-15
531,EAL8271-0531,9744,117,N15841852,John Mcneil,Chilena,1981-06-15,8,Ejecutiva,FALSO,N15841852,John Mcneil,Chilena,1981-06-15
1080,LUD5927-1080,3111,102,R56995721,David Keller,Venezolana,1975-07-24,25,Economica,VERDADERO,D99418548,Alexis Smith,Argentina,1997-03-21
3845,KAI3589-3845,6211,115,G15489494,Anthony Francis,Argentina,1988-02-13,17,Economica,VERDADERO,O04335063,Jonathan Sims,Estadounidense,1974-04-13
4772,XLE3285-4772,5777,125,V03976673,Mark Greene,Chilena,1998-12-09,21,Economica,VERDADERO,U68917595,Paul Brown,Francesa,1987-08-24
3712,IBE2338-3712,3895,104,U37349664,Diane Ritter,Venezolana,1996-05-05,32,Ejecutiva,FALSO,U37349664,Diane Ritter,Venezolana,1996-05-05
4033,IBE8751-4033,7212,124,J86333952,Leslie Howard,Venezolana,1971-09-22,1,Economica,FALSO,J86333952,Leslie Howard,Venezolana,1971-09-22
1288,KEA7139-1288,2431,113,S03830222,Amanda Andrade,Italiana,1993-11-06,23,Economica,VERDADERO,L87663260,Heather Bolton,Estadounidense,1982-09-17
4523,KEA7139-4523,4991,113,L56496275,Cheryl Bolton,Uruguaya,1972-12-16,1,Ejecutiva,VERDADERO,T33834498,Alejandro Allen,Chilena,1992-05-20
2448,LUD7177-2448,493,121,N15841852,John Mcneil,Chilena,1981-06-15,1,Ejecutiva,FALSO,Y88079794,Gregory Bradley,Chilena,1986-04-18
9,LAW6318-0009,1103,96,D84069297,Brittany Jones,Uruguaya,1978-04-30,14,Primera clase,FALSO,D84069297,Brittany Jones,Uruguaya,1978-04-30
2890,IBE2338-2890,5995,104,O41678476,Andrew Malone,Argentina,1996-06-24,31,Economica,VERDADERO,Y88079794,Gregory Bradley,Chilena,1986-04-18
1970,LAW1134-1970,394,97,Z87364523,Samantha Martin,Alemana,1981-03-26,31,Primera clase,VERDADERO,X84322989,Mr. Russell Abbott,Chilena,1984-11-16
820,COG4299-0820,4806,129,J34719947,Heather Scott,Estadounidense,1973-05-02,19,Economica,VERDADERO,F09235820,Katrina Frye,Chilena,1995-10-11
174,LUD5927-0174,9302,102,I78807927,Robert Kelly,Chilena,1975-02-26,20,Economica,VERDADERO,G04408945,Robert Butler,Argentina,1974-02-02
2281,KAI3589-2281,2195,115,X49704522,James Rojas,Chilena,1986-05-29,14,Economica,VERDADERO,M25657749,Casey Bennett,Estadounidense,1984-03-12
842,LAM9574-0842,442,131,K07643594,Suzanne Goodman,Chilena,1987-11-16,25,Economica,FALSO,K07643594,Suzanne Goodman,Chilena,1987-11-16
2440,ETA6742-2440,6539,120,T18212951,Joel Compton,Argentina,1991-03-03,14,Primera clase,FALSO,Q62966391,Patricia Parker,Mexicana,1994-08-07
372,LRC4743-0372,3120,110,L87663260,Heather Bolton,Estadounidense,1982-09-17,15,Economica,VERDADERO,H23592194,Ethan Gilbert,Uruguaya,1975-12-30
4137,ADC6283-4137,4012,127,G15489494,Anthony Francis,Argentina,1988-02-13,4,Ejecutiva,FALSO,F89276118,Todd Wilkins,Italiana,1991-01-30
1907,XLE7933-1907,1637,95,C87025090,Diana Frank,Alemana,1979-12-07,16,Economica,FALSO,C87025090,Diana Frank,Alemana,1979-12-07
3951,MPH1782-3951,881,118,C59429415,Brian Garcia,Chilena,1992-04-20,26,Economica,VERDADERO,C59429415,Brian Garcia,Chilena,1992-04-20
1618,IBE8751-1618,8996,124,N47846939,John Lee,Italiana,1996-01-25,25,Economica,FALSO,N47846939,John Lee,Italiana,1996-01-25
3739,QAF6392-3739,6113,106,H44001820,Ann Robertson,Venezolana,1998-04-27,14,Primera clase,VERDADERO,P11550487,Maria Perez,Francesa,1996-08-11
613,ADC8249-0613,6604,119,L56496275,Cheryl Bolton,Uruguaya,1972-12-16,15,Economica,FALSO,V79731274,Corey Elliott,Venezolana,1979-10-04
2504,XLE3285-2504,3230,125,L87663260,Heather Bolton,Estadounidense,1982-09-17,5,Economica,VERDADERO,L87663260,Heather Bolton,Estadounidense,1982-09-17
221,QAF6392-0221,7293,106,F69466449,Jennifer Eaton,Chilena,1995-08-29,5,Ejecutiva,VERDADERO,P34583903,Kelsey Huff,Estadounidense,1972-08-08
3287,MPH1782-3287,9135,118,F69466449,Jennifer Eaton,Chilena,1995-08-29,17,Ejecutiva,FALSO,S03830222,Amanda Andrade,Italiana,1993-11-06
2988,UAN2881-2988,1445,108,N07672370,Kevin Wilson,Uruguaya,1986-09-11,12,Ejecutiva,VERDADERO,A17367163,Jane Berger,Italiana,1987-05-29
1733,LAT2175-1733,583,132,J46009647,Erica Ochoa,Italiana,1994-03-11,17,Primera clase,FALSO,J46009647,Erica Ochoa,Italiana,1994-03-11
2597,KAI7891-2597,1911,133,N15841852,John Mcneil,Chilena,1981-06-15,25,Economica,FALSO,N47846939,John Lee,Italiana,1996-01-25
4427,UCA4751-4427,8864,107,F70729457,Justin Hudson,Chilena,1994-02-12,15,Ejecutiva,VERDADERO,Y05451726,Kathleen Johnson,Chilena,1973-02-24
2054,BTA9626-2054,6123,103,J39937043,Danielle Johnson,Mexicana,1981-12-18,19,Economica,FALSO,H44001820,Ann Robertson,Venezolana,1998-04-27
2844,AZI6476-2844,7716,101,O04335063,Jonathan Sims,Estadounidense,1974-04-13,28,Economica,VERDADERO,B30315997,Tina Shaw,Estadounidense,1996-10-26
629,EAL7933-0629,1568,123,I63697476,Emily Sullivan,Venezolana,1991-07-25,13,Economica,VERDADERO,I63697476,Emily Sullivan,Venezolana,1991-07-25
3974,ETA6742-3974,5810,120,H23592194,Ethan Gilbert,Uruguaya,1975-12-30,22,Economica,VERDADERO,P84627985,Meghan Davis,Chilena,1970-11-15
25,COG3144-0025,5940,98,J34719947,Heather Scott,Estadounidense,1973-05-02,10,Economica,VERDADERO,J34719947,Heather Scott,Estadounidense,1973-05-02
102,LAT5532-0102,7256,100,G96421276,Alexander Martin,Estadounidense,1980-04-24,27,Economica,VERDADERO,V39868007,Cassandra Kirby,Chilena,1997-04-02
3591,LAT5532-3591,4983,100,P11550487,Maria Perez,Francesa,1996-08-11,20,Economica,VERDADERO,Z51226931,Matthew Simmons,Chilena,1978-05-18
4188,KAI7891-4188,1016,133,Y23187711,Vicki Ward,Argentina,1981-08-31,9,Economica,FALSO,Y23187711,Vicki Ward,Argentina,1981-08-31
4150,BTA8394-4150,3921,128,N15841852,John Mcneil,Chilena,1981-06-15,30,Ejecutiva,FALSO,D76513142,Victoria Brennan,Uruguaya,1977-06-19
1515,NCY1133-1515,8029,122,C63211080,Brian Mitchell,Chilena,1983-05-04,26,Economica,VERDADERO,Z09262256,Joseph Wilson,Uruguaya,1993-07-28
2616,XLE7933-2616,5525,95,I71542181,Alfred Martin Jr.,Chilena,1989-11-10,10,Ejecutiva,VERDADERO,N15841852,John Mcneil,Chilena,1981-06-15
